Passenger_trav_group,PassengerId_in_group,HomePlanet,CryoSleep,Deck_num,Room_num,Bord_side,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,First_name,Last_name,Transported_model,Transported_true
6037,1,Earth,True,G,977,left,PSO J318,44,False,0,0,0,0,0,Byront,Bushins,True,False
6050,1,Mars,True,F,1251,left,TRAPPIST-1e,22,False,0,0,0,0,0,Ops,Boyst,True,False
6074,2,Mars,True,E,399,right,TRAPPIST-1e,54,False,0,0,0,0,0,Allift,Sidne,True,False
6079,1,Earth,True,G,986,left,TRAPPIST-1e,18,False,0,0,0,0,0,Charry,Jenson,True,False
6081,1,Mars,True,F,1256,left,TRAPPIST-1e,69,False,0,0,0,0,0,Ecco,Shpie,True,False
6081,3,Mars,True,F,1256,left,TRAPPIST-1e,24,False,0,0,0,0,0,Crowls,Knie,True,False
6089,1,Earth,True,G,990,right,TRAPPIST-1e,26,False,0,0,0,0,0,Ferry,Gainebergan,True,False
6093,1,Earth,True,G,989,left,TRAPPIST-1e,3,False,0,0,0,0,0,Timmie,Joyneidez,True,False
6104,1,Mars,True,F,1262,left,TRAPPIST-1e,36,False,0,0,0,0,0,Ducks,Knike,True,False
6119,1,Mars,True,F,1168,right,TRAPPIST-1e,36,False,0,0,0,0,0,Graven,Cola,True,False
6119,3,Mars,True,F,1168,right,TRAPPIST-1e,17,False,0,0,0,0,0,Cheats,Cola,True,False
6142,2,Earth,True,E,393,left,TRAPPIST-1e,35,False,0,0,0,0,0,Zosmar,Inkcablel,True,False
6144,1,Earth,True,G,993,left,TRAPPIST-1e,19,False,0,0,0,0,0,Fany,Chaellerty,True,False
6151,2,Earth,True,C,190,left,TRAPPIST-1e,22,False,0,0,0,0,0,Mulkes,Hometerval,True,False
6160,2,Earth,True,G,997,right,TRAPPIST-1e,21,False,0,0,0,0,0,Rena,Hessey,True,False
6187,1,Mars,True,F,1182,right,TRAPPIST-1e,47,False,0,0,0,0,0,Quan,Bake,True,False
6188,1,Earth,True,G,1003,left,TRAPPIST-1e,25,False,0,0,0,0,0,Chelly,Llovers,True,False
6193,1,Mars,True,F,1184,right,TRAPPIST-1e,19,False,250,0,0,0,0,Sesh,Flé,True,False
6196,1,Earth,True,B,210,left,TRAPPIST-1e,63,False,0,0,0,0,0,Solark,Carillly,True,False
6197,1,Earth,True,G,1005,left,PSO J318,24,False,0,0,0,0,0,Jodip,Perrerojass,True,False
6209,1,Earth,False,A,73,right,Cancri e,47,False,0,13,0,28,10587,Ionium,Cylisteful,True,False
6210,1,Earth,True,C,233,right,TRAPPIST-1e,32,False,0,0,0,500,0,Instab,Assefle,True,False
6212,1,Earth,True,G,1006,left,TRAPPIST-1e,33,False,0,0,0,0,0,Ralda,Gardonadox,True,False
6217,1,Earth,True,B,240,right,TRAPPIST-1e,20,False,0,0,0,0,0,Elebara,Burcaling,True,False
6221,1,Mars,True,F,1189,right,TRAPPIST-1e,38,False,0,0,0,0,0,Clek,Chkie,True,False
6231,1,Earth,True,G,1008,right,TRAPPIST-1e,0,False,0,0,0,0,0,Rayle,Hultz,True,False
6231,2,Earth,True,G,1008,right,TRAPPIST-1e,23,False,0,0,0,0,0,Pamont,Hultz,True,False
6233,3,Earth,True,G,1009,right,PSO J318,15,False,0,0,0,0,0,Evey,Crayeson,True,False
6235,1,Earth,True,B,211,left,TRAPPIST-1e,31,False,0,0,0,0,0,Menkard,Apedishaft,True,False
6240,1,Earth,True,E,415,right,TRAPPIST-1e,49,False,0,0,0,500,0,Hocops,Paska,True,False
6242,1,Earth,True,B,242,right,TRAPPIST-1e,41,False,0,0,0,0,0,Luxonon,Sofraten,True,False
6255,1,Earth,True,B,212,left,TRAPPIST-1e,42,False,0,0,0,0,0,Schird,Siccertful,True,False
6257,1,Earth,True,G,1010,left,TRAPPIST-1e,21,False,0,0,0,0,0,Fanne,Mejiamsey,True,False
6257,3,Earth,True,G,1010,left,TRAPPIST-1e,0,False,0,0,0,0,0,Vanard,Mejiamsey,True,False
6261,1,Mars,True,E,400,left,TRAPPIST-1e,42,False,0,0,0,0,0,Gra,Date,True,False
6261,2,Mars,True,E,400,left,TRAPPIST-1e,16,False,0,0,0,0,0,Toat,Date,True,False
6267,3,Earth,True,B,214,left,TRAPPIST-1e,34,False,0,0,0,0,0,Fomalik,Dianket,True,False
6267,6,Earth,True,B,214,left,TRAPPIST-1e,25,False,0,0,0,0,0,Tachbah,Dianket,True,False
6272,2,Mars,True,F,1298,left,TRAPPIST-1e,37,False,0,0,0,0,0,Kadown,Biba,True,False
6278,2,Mars,True,F,1204,right,TRAPPIST-1e,21,False,0,0,0,0,0,Llix,Sturt,True,False
6284,1,Mars,True,F,1300,left,TRAPPIST-1e,33,False,0,0,0,0,0,Eclass,Chcak,True,False
6288,1,Earth,True,B,246,right,TRAPPIST-1e,40,False,0,0,0,0,0,Giebah,Valing,True,False
6294,1,Earth,True,G,1021,right,TRAPPIST-1e,22,False,0,0,0,0,0,Faithy,Brenney,True,False
6298,1,Mars,True,F,1302,left,TRAPPIST-1e,35,False,0,0,0,0,0,Toat,Mity,True,False
6306,1,Earth,True,G,1022,right,TRAPPIST-1e,44,False,0,0,0,0,0,Chrisa,Brookenson,True,False
6312,1,Earth,False,A,104,left,Cancri e,56,False,0,2854,25,279,48,Ainkard,Emonater,True,False
6332,1,Earth,True,G,1021,left,TRAPPIST-1e,35,False,0,0,0,0,0,Dony,Casez,True,False
6332,3,Earth,True,G,1021,left,TRAPPIST-1e,23,False,0,0,0,0,0,Olliey,Casez,True,False
6332,5,Earth,True,F,1310,left,TRAPPIST-1e,24,False,250,0,0,0,828,Joana,Casez,True,False
6332,6,Earth,True,G,1021,left,PSO J318,19,False,0,0,0,0,0,Coren,Casez,True,False
6332,7,Earth,True,G,1021,left,TRAPPIST-1e,62,False,0,0,0,0,0,Kayne,Casez,True,False
6337,1,Earth,True,G,1029,right,TRAPPIST-1e,48,False,0,0,0,0,0,Caseye,Vinston,True,False
6345,1,Mars,True,F,1211,right,TRAPPIST-1e,33,False,0,0,0,0,0,Peefox,Pashe,True,False
6345,2,Mars,True,F,1211,right,TRAPPIST-1e,33,False,0,0,0,0,0,Con,Pashe,True,False
6364,1,Earth,True,G,1032,right,TRAPPIST-1e,47,False,0,0,0,0,0,Alvia,Ellahan,True,False
6377,1,Mars,True,F,1218,right,TRAPPIST-1e,26,False,0,0,0,0,0,Doulls,Pore,True,False
6383,1,Earth,True,G,1035,right,TRAPPIST-1e,0,False,0,0,0,0,0,unknown,unknown,True,False
6391,2,Mars,True,F,1326,left,TRAPPIST-1e,59,False,0,0,0,0,0,Gratsp,Chate,True,False
6392,1,Mars,True,F,1222,right,TRAPPIST-1e,19,False,0,0,0,0,0,Jagles,Dun,True,False
6393,1,Mars,True,E,406,left,TRAPPIST-1e,16,False,0,0,0,0,0,Craird,Mille,True,False
6417,1,Mars,True,F,1226,right,TRAPPIST-1e,33,False,0,0,0,0,0,Hocks,Pashe,True,False
6425,2,Mars,True,E,409,left,TRAPPIST-1e,22,False,0,0,0,0,0,Guans,Gres,True,False
6427,1,Mars,True,F,1333,left,TRAPPIST-1e,20,False,0,0,0,0,0,Beass,Snoff,True,False
6440,1,Earth,True,G,1040,left,PSO J318,20,False,0,0,0,0,0,Yolace,Pacerty,True,False
6465,1,Earth,True,G,1048,right,PSO J318,17,False,0,0,0,0,0,Robyny,Brookenson,True,False
6469,1,Earth,True,G,1049,right,PSO J318,29,False,0,0,0,0,0,Rankie,Sykess,True,False
6483,1,Mars,True,F,1341,left,TRAPPIST-1e,32,False,0,0,0,0,0,Tax,Ecake,True,False
6486,1,Earth,True,E,434,right,TRAPPIST-1e,18,False,0,0,0,0,0,Goros,Dindeng,True,False
6491,3,Earth,True,G,1054,right,TRAPPIST-1e,0,False,0,0,0,0,0,Jeresa,Patteraley,True,False
6496,1,Earth,True,G,1051,left,TRAPPIST-1e,38,False,0,0,0,0,0,Lynnee,Potterry,True,False
6499,6,Earth,True,G,1052,left,PSO J318,14,False,0,0,0,0,0,Made,Barnolderg,True,False
6499,7,Earth,True,G,1052,left,TRAPPIST-1e,37,False,0,0,0,0,0,Helley,Barnolderg,True,False
6499,8,Earth,True,G,1052,left,PSO J318,6,False,0,0,0,0,0,Eleah,Barnolderg,True,False
6516,1,Earth,True,C,241,right,TRAPPIST-1e,34,False,0,0,230,0,0,Skatzn,Dynigic,True,False
6528,1,Earth,True,G,1057,left,PSO J318,39,False,0,0,0,0,0,Louisy,Cardsay,True,False
6533,1,Earth,True,G,1058,left,TRAPPIST-1e,30,False,0,0,0,500,0,Lolas,Foledges,True,False
6554,1,Mars,True,E,416,left,TRAPPIST-1e,46,False,0,0,0,0,0,Heersh,Kine,True,False
6564,2,Earth,True,C,204,left,TRAPPIST-1e,29,False,0,0,0,0,0,Unukath,Perpulial,True,False
6576,1,Mars,True,F,1368,left,TRAPPIST-1e,20,False,0,0,0,0,0,Cints,Erle,True,False
6577,3,Earth,True,G,1069,right,TRAPPIST-1e,22,False,0,0,0,0,0,Cline,Haydenzier,True,False
6579,1,Earth,True,G,1065,left,PSO J318,23,False,0,0,0,0,0,Clard,Buchansen,True,False
6589,1,Earth,True,E,419,left,TRAPPIST-1e,37,False,0,0,0,0,0,Beide,Oppont,True,False
6596,2,Mars,True,F,1371,left,TRAPPIST-1e,34,False,2455,0,8,175,0,Hamus,Terte,True,False
6600,2,Mars,True,E,439,right,TRAPPIST-1e,32,False,881,0,0,9,56,Park,Mele,True,False
6610,1,Earth,True,G,1068,left,TRAPPIST-1e,25,False,0,0,0,0,0,Lyn,Brookes,True,False
6612,6,Earth,True,G,1077,right,PSO J318,6,False,0,0,0,0,0,Heryle,Dickley,True,False
6615,1,Mars,True,F,1376,left,TRAPPIST-1e,24,False,0,0,0,0,0,Bers,Sake,True,False
6617,1,Earth,True,B,9,left,TRAPPIST-1e,31,False,0,0,0,0,0,Mareson,Timpeed,True,False
6636,1,Earth,True,G,1080,right,TRAPPIST-1e,13,False,0,0,0,0,0,Idace,Hamcmahon,True,False
6648,1,Earth,True,G,1076,left,PSO J318,26,False,0,0,0,0,0,Gillie,Kramorry,True,False
6657,1,Earth,True,G,1078,left,TRAPPIST-1e,27,False,0,0,0,0,0,Guye,Joycerton,True,False
6658,2,Mars,True,F,1277,right,TRAPPIST-1e,27,False,0,0,0,0,0,Fispot,Curt,True,False
6677,1,Earth,True,G,1080,left,PSO J318,48,False,0,0,0,0,0,Chery,Woodwinez,True,False
6678,2,Mars,True,D,201,right,TRAPPIST-1e,15,False,0,0,0,150,0,Prah,Fincy,True,False
6682,1,Mars,True,F,1389,left,TRAPPIST-1e,26,False,0,0,0,0,0,Railes,Erie,True,False
6688,1,Earth,True,B,223,left,TRAPPIST-1e,28,False,0,0,0,0,0,Antak,Slavested,True,False
6690,1,Earth,True,G,1090,right,TRAPPIST-1e,15,False,0,0,0,0,0,Tonnie,Hardsonerry,True,False
6700,1,Earth,True,G,1086,left,TRAPPIST-1e,34,False,0,0,0,0,0,Carlie,Whiters,True,False
6701,1,Earth,True,B,257,right,TRAPPIST-1e,27,False,0,0,0,0,0,Zaninon,Rackepery,True,False
6710,1,Earth,True,G,1093,right,TRAPPIST-1e,21,False,0,0,0,0,0,Blanda,Maynardner,True,False
6738,2,Mars,True,D,204,right,TRAPPIST-1e,35,False,0,0,0,0,0,Hers,Gooki,True,False
6743,1,Mars,True,F,1288,right,TRAPPIST-1e,19,False,0,0,0,0,0,Skix,Flate,True,False
6759,1,Earth,True,G,1096,left,PSO J318,28,False,0,0,0,0,0,Ivaney,Donson,True,False
6769,1,Mars,True,F,1297,right,TRAPPIST-1e,14,False,0,0,0,0,0,Oareel,Apity,True,False
6772,1,Earth,True,G,1099,left,TRAPPIST-1e,26,False,0,0,0,0,0,Samie,Beckeetter,True,False
6783,1,Earth,True,G,1101,left,TRAPPIST-1e,43,False,0,0,0,0,0,Wallyn,Ortinericey,True,False
6785,1,Earth,True,G,1102,left,TRAPPIST-1e,30,False,0,0,0,0,0,Lesley,Mcfarmerson,True,False
6793,2,Earth,True,B,228,left,TRAPPIST-1e,17,False,0,0,0,0,0,Branev,Wassing,True,False
6795,1,Mars,True,E,433,left,TRAPPIST-1e,18,True,988,0,732,356,0,Coobix,Gecre,True,False
6807,2,Earth,True,G,1106,left,TRAPPIST-1e,26,False,250,0,0,0,0,Maurie,Monsoney,True,False
6811,1,Earth,True,G,1107,left,PSO J318,41,False,0,0,0,0,0,Lestie,Pottmanley,True,False
6819,2,Earth,True,G,1106,right,PSO J318,14,False,0,0,0,0,0,Terek,Holson,True,False
6819,3,Earth,True,G,1106,right,TRAPPIST-1e,3,False,0,0,0,0,0,Dandra,Hamberterry,True,False
6823,1,Earth,True,G,1107,right,PSO J318,18,False,0,0,0,0,200,Vanley,Woodwin,True,False
6828,1,Earth,True,G,1110,right,TRAPPIST-1e,35,False,0,0,0,0,0,Sus,Andley,True,False
6830,1,Earth,True,G,1110,left,PSO J318,19,False,0,0,0,0,0,Brita,Kennetty,True,False
6835,1,Mars,True,E,453,right,PSO J318,39,False,0,0,0,0,0,Morms,Chpie,True,False
6838,1,Earth,True,C,217,left,TRAPPIST-1e,3,False,0,0,0,0,0,Alraium,Fasticaly,True,False
6847,1,Earth,False,A,70,left,Cancri e,48,False,250,996,197,151,4532,Aldush,Gearitte,True,False
6867,1,Earth,True,F,1312,right,TRAPPIST-1e,33,False,0,0,723,108,115,Justie,Howenters,True,False
6872,1,Earth,True,G,1114,left,TRAPPIST-1e,27,False,0,0,0,0,0,Camiet,Bonnondry,True,False
6874,1,Earth,True,G,1117,right,PSO J318,23,False,0,0,0,0,0,Maurie,Hammons,True,False
6876,3,Earth,True,G,1118,right,TRAPPIST-1e,2,False,0,0,0,0,0,Felice,Greenez,True,False
6878,1,Mars,True,F,1314,right,TRAPPIST-1e,29,False,0,0,0,0,0,Dynx,Porté,True,False
6884,1,Earth,True,G,1115,left,TRAPPIST-1e,20,False,0,0,0,0,0,Verly,Kirks,True,False
6886,1,Earth,True,G,1121,right,PSO J318,16,False,0,0,0,0,0,Meline,Clemondsey,True,False
6888,2,Earth,True,C,219,left,TRAPPIST-1e,35,False,0,0,0,0,0,Decruxa,Emeliatty,True,False
6888,3,Earth,True,C,219,left,TRAPPIST-1e,19,False,0,0,0,0,0,Homamin,Turtertive,True,False
6904,1,Earth,True,G,1116,left,TRAPPIST-1e,20,False,0,0,0,0,0,Harlen,Farleyatton,True,False
6904,2,Earth,True,G,1116,left,TRAPPIST-1e,27,False,0,0,0,0,0,Debora,Farleyatton,True,False
6909,1,Earth,True,B,231,left,TRAPPIST-1e,31,False,0,0,0,0,0,Kaffias,Shoeweely,True,False
6914,1,Earth,True,G,1125,right,TRAPPIST-1e,47,False,0,0,0,0,0,Iree,Romez,True,False
6916,1,Earth,True,B,232,left,TRAPPIST-1e,58,False,0,0,0,0,0,Gluinol,Wassing,True,False
6922,1,Earth,True,G,1119,left,PSO J318,35,False,0,0,0,0,0,Harlos,Payner,True,False
6923,1,Mars,True,F,1434,left,TRAPPIST-1e,38,False,0,0,0,0,0,Cobix,Tecre,True,False
6933,2,Earth,True,E,442,left,TRAPPIST-1e,27,False,0,0,0,500,0,Gatrix,Imprank,True,False
6936,3,Mars,True,F,1438,left,TRAPPIST-1e,14,False,0,0,0,0,0,Cindee,Spare,True,False
6938,1,Earth,True,G,1123,left,TRAPPIST-1e,28,False,0,0,230,0,0,Julin,Reilline,True,False
6941,1,Earth,True,G,1125,left,TRAPPIST-1e,20,False,0,0,0,0,0,Willey,Mullericer,True,False
6942,1,Earth,True,G,1132,right,TRAPPIST-1e,41,False,0,0,0,0,0,Aliey,Belley,True,False
6948,1,Earth,True,G,1133,right,TRAPPIST-1e,29,False,0,0,0,0,0,Wenten,Leton,True,False
6952,1,Earth,True,C,224,left,TRAPPIST-1e,32,False,0,0,0,0,0,Dyonif,Hautconded,True,False
6959,3,Earth,True,G,1134,right,PSO J318,0,False,0,0,0,0,0,Stevey,Garzaley,True,False
6965,1,Mars,True,F,1445,left,TRAPPIST-1e,50,False,250,0,0,0,0,Rooses,Danad,True,False
6983,1,Mars,True,F,1449,left,TRAPPIST-1e,51,False,0,0,0,0,0,Gray,Colle,True,False
6986,3,Earth,True,G,1129,left,PSO J318,0,False,0,0,0,0,0,Darrie,Cleman,True,False
6986,5,Earth,True,G,1129,left,TRAPPIST-1e,27,False,0,0,0,0,0,Jilly,Vantonson,True,False
6986,8,Earth,True,G,1129,left,TRAPPIST-1e,6,False,0,0,0,0,0,Clard,Vantonson,True,False
6989,1,Earth,True,G,1140,right,TRAPPIST-1e,59,False,0,0,0,0,0,Blancy,Fisheparks,True,False
7000,1,Mars,True,F,1335,right,TRAPPIST-1e,35,False,0,0,0,0,0,Munch,Blane,True,False
7012,1,Mars,True,F,1456,left,TRAPPIST-1e,26,False,0,0,0,0,0,Park,Stake,True,False
7035,1,Earth,True,F,1342,right,PSO J318,25,False,0,0,0,0,0,Verly,Workmans,True,False
7043,1,Earth,True,G,1151,right,PSO J318,50,False,0,0,0,0,0,unknown,unknown,True,False
7055,1,Mars,True,F,1345,right,TRAPPIST-1e,52,False,0,0,0,500,0,Ungles,Welte,True,False
7065,1,Earth,True,E,471,right,TRAPPIST-1e,28,False,0,0,0,0,400,Zedares,Maltorted,True,False
7066,2,Earth,True,G,1157,right,TRAPPIST-1e,49,False,0,0,0,0,0,Leondy,Haynardy,True,False
7067,2,Earth,True,G,1158,right,TRAPPIST-1e,5,False,0,0,0,0,0,Lis,Wriggins,True,False
7070,1,Earth,False,A,74,left,Cancri e,57,False,0,1830,0,0,89,Achbah,Forous,True,False
7076,1,Earth,True,G,1139,left,TRAPPIST-1e,29,False,0,0,0,0,0,Rankie,Lerez,True,False
7100,1,Earth,False,A,76,left,Cancri e,26,False,0,5283,0,3,36,Ionan,Heracker,True,False
7100,2,Earth,False,A,76,left,Cancri e,33,True,0,2105,24,0,5879,Thab,Venticable,True,False
7102,1,Earth,True,E,455,left,TRAPPIST-1e,13,False,0,0,0,0,0,Ainoxa,Wassird,True,False
7107,1,Earth,True,G,1145,left,PSO J318,48,False,0,0,0,0,0,Jayne,Thorney,True,False
7115,1,Mars,True,F,1474,left,TRAPPIST-1e,36,False,0,0,0,0,0,Ber,Pepie,True,False
7124,1,Earth,True,C,229,left,TRAPPIST-1e,15,False,0,0,0,0,0,Eltares,Aillyber,True,False
7130,2,Earth,True,G,1147,left,PSO J318,0,False,0,0,0,0,0,Anney,Jacostarks,True,False
7135,1,Earth,True,G,1166,right,TRAPPIST-1e,40,False,0,0,0,0,0,Anie,Gainebergan,True,False
7135,4,Earth,True,G,1166,right,TRAPPIST-1e,21,False,0,0,0,0,0,Anae,Gainebergan,True,False
7150,2,Earth,True,G,1151,left,TRAPPIST-1e,22,False,0,0,0,0,0,Fanna,Herreras,True,False
7163,1,Earth,True,C,231,left,TRAPPIST-1e,47,False,0,0,0,0,0,Tach,Spedlybood,True,False
7169,1,Earth,True,G,1169,right,TRAPPIST-1e,35,False,0,0,0,0,0,Andary,Alfordonard,True,False
7178,1,Mars,True,F,1487,left,TRAPPIST-1e,36,False,0,0,0,0,0,Allota,Bush,True,False
7185,1,Earth,True,D,224,left,TRAPPIST-1e,39,False,0,0,0,0,0,Arix,Baltragnal,True,False
7195,1,Earth,True,G,1173,right,TRAPPIST-1e,59,False,0,0,0,0,0,Gretty,Hallahaney,True,False
7198,1,Earth,True,G,1159,left,PSO J318,25,False,0,0,0,0,0,Shally,Diazarez,True,False
7213,1,Earth,True,G,1162,left,PSO J318,21,False,0,0,0,0,0,Eleaha,Flynney,True,False
7223,1,Mars,True,F,1390,right,TRAPPIST-1e,19,False,0,0,0,0,0,Whers,Raf,True,False
7228,1,Earth,True,G,1176,right,TRAPPIST-1e,18,False,0,0,0,0,0,Kirky,Hurchanney,True,False
7239,1,Earth,True,G,1164,left,TRAPPIST-1e,19,False,0,0,0,0,0,Veremy,Mayods,True,False
7243,1,Earth,True,G,1180,right,TRAPPIST-1e,2,False,0,0,0,0,0,Essara,Vales,True,False
7243,2,Earth,True,G,1180,right,TRAPPIST-1e,10,False,0,0,0,0,0,Holey,Vales,True,False
7243,3,Earth,True,G,1180,right,TRAPPIST-1e,2,False,0,0,0,0,0,Marlly,Vales,True,False
7243,5,Earth,True,G,1180,right,PSO J318,5,False,0,0,0,0,0,Harlos,Vales,True,False
7244,1,Earth,True,G,1181,right,PSO J318,29,False,0,0,0,0,0,Hollie,Griffince,True,False
7248,2,Mars,True,F,1500,left,TRAPPIST-1e,23,False,0,0,0,0,0,Tures,Mité,True,False
7251,1,Earth,True,G,1165,left,PSO J318,23,False,0,0,0,0,0,Duana,Charryerry,True,False
7266,2,Earth,True,G,1182,right,TRAPPIST-1e,46,False,0,0,0,0,0,Doray,Lardy,True,False
7269,2,Earth,True,G,1169,left,TRAPPIST-1e,39,False,0,0,0,0,0,Ellena,Hayder,True,False
7272,1,Earth,True,G,1172,left,PSO J318,20,False,0,0,0,0,200,Marlly,Dotsonton,True,False
7282,1,Earth,True,G,1173,left,PSO J318,30,False,0,0,0,0,0,Ale,Blace,True,False
7287,1,Earth,True,B,274,right,TRAPPIST-1e,29,False,0,0,0,0,0,Aspicah,Drivery,True,False
7291,1,Earth,True,G,1186,right,TRAPPIST-1e,31,False,0,0,0,0,0,Jodye,Rasmussony,True,False
7308,1,Earth,True,C,267,right,TRAPPIST-1e,46,False,0,0,0,0,0,Dscha,Fransumint,True,False
7315,1,Earth,True,G,1175,left,TRAPPIST-1e,19,False,0,0,0,0,0,Briane,Puckley,True,False
7335,1,Earth,True,G,1177,left,PSO J318,38,False,0,0,0,0,0,Allia,Haydenez,True,False
7354,1,Earth,True,B,242,left,TRAPPIST-1e,2,False,0,0,0,0,0,Sadirak,Trameterty,True,False
7354,3,Earth,True,B,242,left,TRAPPIST-1e,18,False,0,0,0,0,200,Cellus,Crakete,True,False
7354,5,Earth,True,B,242,left,PSO J318,26,False,0,0,0,0,0,Meratzn,Brakeril,True,False
7363,1,Earth,True,G,1182,left,TRAPPIST-1e,65,False,0,0,0,0,0,unknown,unknown,True,False
7373,1,Earth,True,B,275,right,TRAPPIST-1e,21,False,0,0,0,0,0,Alyark,Unrent,True,False
7373,2,Earth,True,B,275,right,TRAPPIST-1e,47,False,0,0,0,0,0,Ruchban,Unrent,True,False
7380,2,Earth,True,B,276,right,TRAPPIST-1e,16,False,0,0,0,0,0,Yildunt,Witicheal,True,False
7381,1,Earth,True,G,1187,left,PSO J318,15,False,0,0,0,0,0,Dessie,Watkinsones,True,False
7382,1,Earth,True,G,1197,right,PSO J318,34,False,0,0,0,0,0,Bel,Mcdon,True,False
7386,1,Earth,True,G,1189,left,TRAPPIST-1e,34,False,0,0,0,0,0,Valey,Summington,True,False
7389,1,Mars,True,F,1530,left,TRAPPIST-1e,24,False,0,0,0,0,0,Crus,Anake,True,False
7404,1,Earth,True,G,1199,right,TRAPPIST-1e,26,False,0,0,0,0,0,Thew,Stanleyd,True,False
7409,1,Earth,True,B,30,right,TRAPPIST-1e,39,False,791,0,0,94,0,Dord,Solinez,True,False
7413,1,Earth,True,G,1196,left,TRAPPIST-1e,16,False,0,0,0,0,0,Evendy,Bushafford,True,False
7413,2,Earth,True,G,1196,left,TRAPPIST-1e,6,False,0,0,0,0,0,Nelle,Bushafford,True,False
7420,1,Earth,True,F,1536,left,TRAPPIST-1e,24,False,651,0,0,38,0,Oraryn,Georgasey,True,False
7421,1,Earth,True,G,1198,left,PSO J318,16,False,0,0,0,0,0,Lison,Fowlesterez,True,False
7426,1,Earth,True,C,274,right,TRAPPIST-1e,25,False,0,0,0,0,0,Azhasim,Swingse,True,False
7426,2,Earth,True,C,274,right,TRAPPIST-1e,23,False,0,0,0,150,0,Menkark,Swingse,True,False
7433,1,Earth,True,G,1201,left,PSO J318,37,False,0,0,0,500,0,Clard,Ocherman,True,False
7441,1,Earth,True,B,245,left,TRAPPIST-1e,21,False,0,0,0,0,0,Phacton,Glousspidy,True,False
7443,1,Earth,True,G,1207,right,PSO J318,21,False,0,0,0,0,0,Bertle,Woodwinez,True,False
7470,1,Earth,True,G,1213,right,TRAPPIST-1e,3,False,0,0,0,0,0,Racy,Conleydenan,True,False
7471,1,Earth,True,G,1208,left,TRAPPIST-1e,2,False,0,0,0,0,0,unknown,unknown,True,False
7474,1,Earth,True,G,1214,right,TRAPPIST-1e,53,False,0,0,0,0,0,Doray,Ricklaney,True,False
7482,1,Mars,True,F,1547,left,TRAPPIST-1e,21,False,0,0,0,0,0,Oats,Blie,True,False
7491,1,Earth,True,G,1212,left,TRAPPIST-1e,14,False,0,0,0,0,0,Bettie,Duffmaney,True,False
7497,1,Earth,True,G,1218,right,TRAPPIST-1e,23,False,0,0,0,0,0,Berty,Brighttt,True,False
7526,1,Earth,True,D,225,right,TRAPPIST-1e,29,False,0,0,0,0,0,Antinon,Whifounrew,True,False
7528,1,Earth,True,G,1220,right,TRAPPIST-1e,58,False,0,0,0,0,0,Herry,Alldson,True,False
7539,1,Earth,True,C,242,left,TRAPPIST-1e,42,False,0,0,0,0,0,Taram,Stichseary,True,False
7541,1,Mars,True,F,1441,right,TRAPPIST-1e,30,False,0,0,0,0,0,Bares,Pephe,True,False
7541,2,Mars,True,F,1441,right,TRAPPIST-1e,11,False,0,0,0,0,0,Prabon,Seche,True,False
7541,3,Mars,True,E,500,right,TRAPPIST-1e,45,False,0,0,0,0,0,Pebray,Pephe,True,False
7554,1,Earth,True,G,1226,right,TRAPPIST-1e,48,False,0,0,0,0,0,Sall,Solon,True,False
7556,1,Earth,True,C,280,right,TRAPPIST-1e,48,False,0,0,0,0,0,Edasim,Mosteraked,True,False
7557,2,Mars,True,F,1567,left,TRAPPIST-1e,8,False,0,0,0,0,0,Jacats,Gine,True,False
7557,3,Mars,True,F,1567,left,TRAPPIST-1e,47,False,0,0,0,0,0,Apple,Gine,True,False
7582,1,Earth,True,G,1218,left,TRAPPIST-1e,3,False,0,0,0,0,0,Gera,Sancasey,True,False
7582,5,Earth,True,G,1218,left,TRAPPIST-1e,1,False,0,0,0,0,0,Iria,Sancasey,True,False
7589,1,Earth,True,G,1220,left,PSO J318,18,False,0,0,0,0,0,Sharie,Greenez,True,False
7597,1,Earth,True,G,1221,left,TRAPPIST-1e,11,False,0,0,0,0,0,Willey,Thony,True,False
7597,2,Earth,True,G,1221,left,PSO J318,2,False,0,0,0,0,0,unknown,unknown,True,False
7597,4,Earth,True,G,1221,left,TRAPPIST-1e,32,False,0,0,0,0,0,Fanna,Fisherry,True,False
7597,5,Earth,True,F,1577,left,PSO J318,15,False,1660,0,1245,0,0,Luisy,Thony,True,False
7612,2,Earth,True,G,1234,right,TRAPPIST-1e,34,False,0,0,0,0,0,Ritany,Mckins,True,False
7613,1,Earth,True,B,249,left,TRAPPIST-1e,28,False,0,0,0,0,0,Tauxon,Aindlylid,True,False
7615,1,Earth,True,G,1222,left,TRAPPIST-1e,31,False,0,0,114,4,901,Rancy,Weberton,True,False
7619,1,Earth,True,G,1236,right,TRAPPIST-1e,8,False,0,0,0,0,0,Calvia,Reidershley,True,False
7638,1,Earth,True,G,1225,left,TRAPPIST-1e,18,False,0,0,0,0,0,Kenda,Popelacruz,True,False
7642,1,Mars,True,F,1587,left,TRAPPIST-1e,30,False,0,0,0,500,0,Quites,Tre,True,False
7651,1,Mars,True,F,1589,left,TRAPPIST-1e,28,False,0,0,0,0,0,Hoce,Ropie,True,False
7654,1,Earth,True,C,248,left,TRAPPIST-1e,34,False,0,0,0,0,0,Meropus,Gealter,True,False
7662,1,Mars,True,F,1590,left,TRAPPIST-1e,32,False,250,0,0,0,0,Allota,Erry,True,False
